CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL4884	10187	Caspase-2	P42575	SINGLE PROTEIN	Homo sapiens	89	153
CHEMBL5062	20023	Coagulation factor X	O19045	SINGLE PROTEIN	Oryctolagus cuniculus	208	317
CHEMBL5187	101105	Cathepsin B	P10605	SINGLE PROTEIN	Mus musculus	18	22
CHEMBL5192	101110	Botulinum neurotoxin type A	P10845	SINGLE PROTEIN	Clostridium botulinum	528	755
CHEMBL5769	101548	Seprase	P97321	SINGLE PROTEIN	Mus musculus	218	241
CHEMBL1075064	102585	Botulinum neurotoxin type B	P10844	SINGLE PROTEIN	Clostridium botulinum	11	12
CHEMBL1075067	102588	Endothiapepsin	P11838	SINGLE PROTEIN	Cryphonectria parasitica	18	19
CHEMBL1075146	103081	Pseudolysin	P14756	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	184	208
CHEMBL5665	101493	Disintegrin and metalloproteinase domain-containing protein 8	P78325	SINGLE PROTEIN	Homo sapiens	23	23
CHEMBL6195	102793	Ubiquitin carboxyl-terminal hydrolase isozyme L3	P15374	SINGLE PROTEIN	Homo sapiens	19	23
CHEMBL6121	101446	Disintegrin and metalloproteinase domain-containing protein 33	Q9BZ11	SINGLE PROTEIN	Homo sapiens	12	25
CHEMBL6156	102785	Tripeptidyl-peptidase 2	P29144	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL1255141	103552	Penicillin-binding protein 1A	Q04707	SINGLE PROTEIN	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	9	59
CHEMBL5127	19887	Poliovirus type 1 polyprotein	P03300	SINGLE PROTEIN	Human poliovirus 1 Mahoney	20	20
CHEMBL1741195	103991	Enteropeptidase	P98073	SINGLE PROTEIN	Homo sapiens	502	802
CHEMBL2010632	104500	Aminopeptidase N	P79098	SINGLE PROTEIN	Bos taurus	1	1
CHEMBL2096984	104864	Pancreatic elastase	P00772, P08419	PROTEIN FAMILY	Sus scrofa	322	386
CHEMBL2096988	104868	Thrombin & trypsin	P00734, P07477, P07478, P35030	SELECTIVITY GROUP	Homo sapiens	254	268
CHEMBL2111380	105071	Cathepsin (L and K)	P07711, P43235	SELECTIVITY GROUP	Homo sapiens	98	103
CHEMBL2111390	105085	Beta-secretase (BACE)	P56817, Q9Y5Z0	PROTEIN FAMILY	Homo sapiens	56	58
CHEMBL2111396	105091	Cathepsin (B and K)	P07858, P43235	SELECTIVITY GROUP	Homo sapiens	75	76
CHEMBL2095216	104792	Collagenase	P03956, P08253, P14780, P22894, P45452	PROTEIN FAMILY	Homo sapiens	145	148
CHEMBL2559	10874	Dipeptidyl peptidase IV	P81425	SINGLE PROTEIN	Bos taurus	8	9
CHEMBL3038	10506	Carboxypeptidase M	P14384	SINGLE PROTEIN	Homo sapiens	10	13
CHEMBL3559678	109733	Genome polyprotein	Q91H74	SINGLE PROTEIN	Dengue virus 2	138	200
CHEMBL3286062	108364	Legumain	Q95M12	SINGLE PROTEIN	Bos taurus	1	3
CHEMBL4861	10218	Subtilisin/kexin type 4	Q6UW60	SINGLE PROTEIN	Homo sapiens	6	6
CHEMBL3337333	109486	Methionine aminopeptidase	Q5HEN6	SINGLE PROTEIN	Staphylococcus aureus (strain COL)	32	32
CHEMBL2331048	105644	Transmembrane protease serine 4	Q9NRS4	SINGLE PROTEIN	Homo sapiens	41	46
CHEMBL3831289	116869	Caspase	P29466, P31944, P42574, P42575, P49662, P51878, P55210, P55211, P55212, Q14790, Q6UXS9, Q92851	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL3883324	117037	Urokinase-type plasminogen activator/surface receptor	P00749, Q03405	PROTEIN-PROTEIN INTERACTION	Homo sapiens	3	11
CHEMBL2252	12396	Dipeptidyl peptidase I	P53634	SINGLE PROTEIN	Homo sapiens	727	1438
CHEMBL2312	12591	Matrix metalloproteinase 8	O88766	SINGLE PROTEIN	Rattus norvegicus	10	10
CHEMBL2340	12898	Endothelin-converting enzyme 1	P42891	SINGLE PROTEIN	Bos taurus	13	17
CHEMBL2442	10068	Kallikrein 2	P20151	SINGLE PROTEIN	Homo sapiens	14	28
CHEMBL2443	10069	Kallikrein 7	P49862	SINGLE PROTEIN	Homo sapiens	364	455
CHEMBL2474	10320	Methionine aminopeptidase 1	P53582	SINGLE PROTEIN	Homo sapiens	416	559
CHEMBL2517	10493	Cathepsin F	Q9UBX1	SINGLE PROTEIN	Homo sapiens	57	57
CHEMBL1801	12	Plasminogen	P00747	SINGLE PROTEIN	Homo sapiens	1799	2058
CHEMBL1813	18	Penicillin-binding protein 1A	P02918	SINGLE PROTEIN	Escherichia coli K-12	21	23
CHEMBL1814	212	Penicillin-binding protein 1B	P02919	SINGLE PROTEIN	Escherichia coli K-12	27	32
CHEMBL1892	184	Glutamate carboxypeptidase II	Q04609	SINGLE PROTEIN	Homo sapiens	310	484
CHEMBL284	11140	Dipeptidyl peptidase IV	P27487	SINGLE PROTEIN	Homo sapiens	4853	6306
CHEMBL2152	10565	Pepsinogen C	P04073	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL2226	11089	Caspase-4	P49662	SINGLE PROTEIN	Homo sapiens	60	78
CHEMBL3147	11067	Calpain 1/2	P00789	SINGLE PROTEIN	Gallus gallus	3	3
CHEMBL2617	12703	Tryptase beta-1	Q15661	SINGLE PROTEIN	Homo sapiens	264	294
CHEMBL2714	10617	Pepsin A	P00791	SINGLE PROTEIN	Sus scrofa	368	436
CHEMBL2821	11288	Coagulation factor XII	P00748	SINGLE PROTEIN	Homo sapiens	986	1078
CHEMBL2937	17147	Matrix metalloproteinase 17	Q9ULZ9	SINGLE PROTEIN	Homo sapiens	23	28
CHEMBL2994	12243	Angiotensin-converting enzyme	P09470	SINGLE PROTEIN	Mus musculus	56	85
CHEMBL3000	208	Elastase 1	Q9UNI1	SINGLE PROTEIN	Homo sapiens	33	39
CHEMBL268	10495	Cathepsin K	P43235	SINGLE PROTEIN	Homo sapiens	2257	2805
CHEMBL3350	20080	Penicillin-binding protein 4	P15555	SINGLE PROTEIN	Streptomyces sp. R61	49	61
CHEMBL3492	100613	Proteasome Macropain subunit	P49721	SINGLE PROTEIN	Homo sapiens	264	384
CHEMBL3612	17112	Calpain 2	Q27971	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL3679	17137	Plasmin	Q95KW7	SINGLE PROTEIN	Bos taurus	3	3
CHEMBL3755	20148	Coagulation factor X	Q63207	SINGLE PROTEIN	Rattus norvegicus	11	13
CHEMBL3769	10443	Trypsin I	P00760	SINGLE PROTEIN	Bos taurus	1008	1153
CHEMBL3965	12387	Leucine aminopeptidase	P28838	SINGLE PROTEIN	Homo sapiens	157	175
CHEMBL4659	100621	Proteasome Macropain subunit PRE2	P30656	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	43	43
CHEMBL4687	18044	Plasmepsin 1	P39898	SINGLE PROTEIN	Plasmodium falciparum	156	165
CHEMBL4611	11692	Complement C1r	P00736	SINGLE PROTEIN	Homo sapiens	117	245
CHEMBL4868	10873	Aminopeptidase A	Q95334	SINGLE PROTEIN	Sus scrofa	2	2
CHEMBL5040	20165	Carboxypeptidase G2	Q9I056	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	46	101
CHEMBL5507	101001	Proprotein convertase subtilisin/kexin type 6	Q63415	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL5800	101563	Falcipain 2	Q9N6S8	SINGLE PROTEIN	Plasmodium falciparum	274	340
CHEMBL1075030	102983	Urokinase-type plasminogen activator	P04185	SINGLE PROTEIN	Sus scrofa	2	3
CHEMBL1287632	103634	Renin	Q7M3D2	SINGLE PROTEIN	Oryctolagus cuniculus	1	1
CHEMBL6043	101428	Prolyl endopeptidase	P27028	SINGLE PROTEIN	Elizabethkingia meningoseptica	2	3
CHEMBL6098	102406	Carboxypeptidase B	Q3T905	SINGLE PROTEIN	Helicoverpa zea	26	26
CHEMBL1075286	102837	CAAX prenyl protease 1 homolog	Q80W54	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL1293305	103738	Genome polyprotein	Q2Q167	SINGLE PROTEIN	Hepatitis C virus	92	95
CHEMBL2626	10075	Renal dipeptidase	P22412	SINGLE PROTEIN	Sus scrofa	475	518
CHEMBL1944496	104446	Proteasome subunit beta type-6	P28072	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL2111401	105096	Thrombin and coagulation factor X	P00734, P00742	SELECTIVITY GROUP	Homo sapiens	140	145
CHEMBL2095204	104788	Trypsin	P07477, P07478, P35030	PROTEIN FAMILY	Homo sapiens	1459	1552
CHEMBL1795139	104219	Transmembrane protease serine 6	Q8IU80	SINGLE PROTEIN	Homo sapiens	159	173
CHEMBL2407	11199	Elastase 2A	P08419	SINGLE PROTEIN	Sus scrofa	334	403
CHEMBL244	194	Coagulation factor X	P00742	SINGLE PROTEIN	Homo sapiens	6971	9098
CHEMBL3272	12587	Cathepsin L2	O60911	SINGLE PROTEIN	Homo sapiens	221	267
CHEMBL4072	10378	Cathepsin B	P07858	SINGLE PROTEIN	Homo sapiens	2440	2967
CHEMBL3259484	108325	Dipeptidyl peptidase 9	Q8BVG4	SINGLE PROTEIN	Mus musculus	3	3
CHEMBL4013	14071	Human herpesvirus 4 protease/capsid scaffold protein	P03234	SINGLE PROTEIN	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	30	30
CHEMBL2354313	105684	Bacterial penicillin-binding protein 2	P0AD65	SINGLE PROTEIN	Bacteria	0	0
CHEMBL3407316	109575	Ubiquitin carboxyl-terminal hydrolase isozyme L5	Q9Y5K5	SINGLE PROTEIN	Homo sapiens	2	2
CHEMBL3885586	117130	Hepatocyte growth factor activator/Serine protease hepsin/Suppressor of tumorigenicity 14 protein	P05981, Q04756, Q9Y5Y6	PROTEIN FAMILY	Homo sapiens	4	4
CHEMBL2273	12014	Caspase-9	P55211	SINGLE PROTEIN	Homo sapiens	127	167
CHEMBL2452	10230	Aminopeptidase B	O09175	SINGLE PROTEIN	Rattus norvegicus	81	88
CHEMBL2461	10964	Prolyl endopeptidase	P23687	SINGLE PROTEIN	Sus scrofa	169	207
CHEMBL1944	236	Neprilysin	P08473	SINGLE PROTEIN	Homo sapiens	530	622
CHEMBL2223	11553	Gamma-glutamyl hydrolase	Q92820	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3182	11514	Prohormone convertase 1	P29120	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL2594	12868	Matrix metalloproteinase 12	P34960	SINGLE PROTEIN	Mus musculus	48	48
CHEMBL2645	12939	Mast cell carboxypeptidase A	P15088	SINGLE PROTEIN	Homo sapiens	8	8
CHEMBL2676	11766	Endothelin-converting enzyme 1	P42893	SINGLE PROTEIN	Rattus norvegicus	88	88
CHEMBL2867	11277	Matrix metalloproteinase 11	P24347	SINGLE PROTEIN	Homo sapiens	14	15
CHEMBL2957	10908	Plasminogen	P06868	SINGLE PROTEIN	Bos taurus	18	18
CHEMBL283	11109	Matrix metalloproteinase 3	P08254	SINGLE PROTEIN	Homo sapiens	2584	3256
CHEMBL3095	11108	Matrix metalloproteinase-2	P33434	SINGLE PROTEIN	Mus musculus	5	5
CHEMBL3320	100798	Tryptase alpha/beta-1	P27435	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3349	20105	Cathepsin K	P43236	SINGLE PROTEIN	Oryctolagus cuniculus	123	135
CHEMBL3706	11473	ADAM17	P78536	SINGLE PROTEIN	Homo sapiens	2359	3149
CHEMBL3750	100067	Bacterial leucyl aminopeptidase	Q01693	SINGLE PROTEIN	Vibrio proteolyticus	54	60
CHEMBL3771	10450	Human herpes virus 5 capsid protein P40	P16753	SINGLE PROTEIN	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	264	342
CHEMBL4160	100783	Cathepsin Z	Q9UBR2	SINGLE PROTEIN	Homo sapiens	13	14
CHEMBL4188	100063	Rhodesain	Q95PM0	SINGLE PROTEIN	Trypanosoma brucei rhodesiense	427	564
CHEMBL4206	100631	Proteasome Macropain subunit	P22141	SINGLE PROTEIN	Saccharomyces cerevisiae S288c	35	35
CHEMBL4299	100281	Subtilisin	P00780	SINGLE PROTEIN	Bacillus licheniformis	19	19
CHEMBL4372	100639	Anthrax lethal factor	P15917	SINGLE PROTEIN	Bacillus anthracis	7090	7445
CHEMBL4470	10401	Signal peptidase I	P00803	SINGLE PROTEIN	Escherichia coli K-12	33	54
CHEMBL280	11024	Matrix metalloproteinase 13	P45452	SINGLE PROTEIN	Homo sapiens	2938	3692
CHEMBL4800	11810	Caspase-1	P29452	SINGLE PROTEIN	Mus musculus	278	358
CHEMBL4930	11146	Granzyme K	P49863	SINGLE PROTEIN	Homo sapiens	12	13
CHEMBL5030	100154	ADAM12	O43184	SINGLE PROTEIN	Homo sapiens	7	7
CHEMBL5133	100479	ADAMTS1	Q9UHI8	SINGLE PROTEIN	Homo sapiens	15	17
CHEMBL5291	100942	Cathepsin L1	P06797	SINGLE PROTEIN	Mus musculus	13	13
CHEMBL5350	101162	Bone morphogenetic protein 4	P12644	SINGLE PROTEIN	Homo sapiens	33	33
CHEMBL5512	101006	Tripeptidyl-peptidase 2	Q64514	SINGLE PROTEIN	Mus musculus	4	4
CHEMBL1075070	102591	Proteinase K	P06873	SINGLE PROTEIN	Engyodontium album	3	8
CHEMBL5786	101334	Leukotriene A-4 hydrolase	P19602	SINGLE PROTEIN	Cavia porcellus	72	96
CHEMBL1287631	103633	Renin	Q6DLW5	SINGLE PROTEIN	Macaca mulatta	1	1
CHEMBL5991	102642	Caspase-14	P31944	SINGLE PROTEIN	Homo sapiens	4	5
CHEMBL1075245	102950	Urokinase-type plasminogen activator	P29598	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL1075276	102824	Caspase-4	P70343	SINGLE PROTEIN	Mus musculus	1	2
CHEMBL6130	101455	Calpain-10	Q9ES66	SINGLE PROTEIN	Rattus norvegicus	1	4
CHEMBL1697661	103940	Cysteine protease falcipain-3	Q9NAW4	SINGLE PROTEIN	Plasmodium falciparum	49	52
CHEMBL1250373	103506	Falcipain-3	Q8IIL0	SINGLE PROTEIN	Plasmodium falciparum 3D7	3	3
CHEMBL2111361	105115	Cathepsin (V and K)	O60911, P43235	SELECTIVITY GROUP	Homo sapiens	46	46
CHEMBL2111477	105006	Thrombin and coagulation factor VII	P00734, P08709	SELECTIVITY GROUP	Homo sapiens	162	175
CHEMBL2565	19601	Penicillin-binding protein 2b	Q9XDB3	SINGLE PROTEIN	Staphylococcus aureus	21	29
CHEMBL4944	10351	Matrix metalloproteinase 13	P23097	SINGLE PROTEIN	Rattus norvegicus	16	17
CHEMBL3232689	108277	Cathepsin B	H9B8T9	SINGLE PROTEIN	Capra hircus	47	109
CHEMBL2363020	105732	Penicillin-binding protein	Q07806, Q51504, Q51505, Q9X6V3, Q9X6V7, Q9X6W0	PROTEIN FAMILY	Pseudomonas aeruginosa	0	0
CHEMBL243	191	Human immunodeficiency virus type 1 protease	Q72874	SINGLE PROTEIN	Human immunodeficiency virus 1	5442	8241
CHEMBL3888	11200	Elastase 2A	P00774	SINGLE PROTEIN	Rattus norvegicus	20	22
CHEMBL4208	100633	Proteasome component C5	P20618	SINGLE PROTEIN	Homo sapiens	247	374
CHEMBL4653	11119	Dipeptidyl peptidase IV	P14740	SINGLE PROTEIN	Rattus norvegicus	303	396
CHEMBL1075175	103118	72 kDa type IV collagenase	P33436	SINGLE PROTEIN	Rattus norvegicus	9	9
CHEMBL1075277	102826	Cathepsin K	P55097	SINGLE PROTEIN	Mus musculus	10	10
CHEMBL2362972	105685	Penicillin-binding protein	P72355, Q53707, Q53725, Q53729, Q9XDB3	PROTEIN FAMILY	Staphylococcus aureus	0	0
CHEMBL3112383	108031	Penicillin-binding protein 3	P42971	SINGLE PROTEIN	Bacillus subtilis (strain 168)	2	2
CHEMBL3831201	116833	20S proteosome	A5LHX3, O14818, P20618, P25786, P25787, P25788, P25789, P28062, P28065, P28066, P28070, P28072, P28074, P40306, P49720, P49721, P60900, Q8TAA3, Q99436	PROTEIN COMPLEX	Homo sapiens	0	0
CHEMBL2318	12861	ADAMTS4	O75173	SINGLE PROTEIN	Homo sapiens	328	367
CHEMBL2319	13005	Kallikrein 1	P06870	SINGLE PROTEIN	Homo sapiens	452	484
CHEMBL2322	12131	Renin	P08424	SINGLE PROTEIN	Rattus norvegicus	122	161
CHEMBL2400	19648	Leukotriene A4 hydrolase	P30349	SINGLE PROTEIN	Rattus norvegicus	8	19
CHEMBL2432	10703	Aminopeptidase B	Q9H4A4	SINGLE PROTEIN	Homo sapiens	13	13
CHEMBL2433	10730	Prohormone convertase 2	P16519	SINGLE PROTEIN	Homo sapiens	7	7
CHEMBL2460	10962	Prolyl endopeptidase	Q9XTA2	SINGLE PROTEIN	Bos taurus	12	14
