CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL1287630	103632	Beta-lactamase CTX-M-14	Q9L5C7	SINGLE PROTEIN	Escherichia coli	2	2
CHEMBL3822351	116815	Glucosyltransferase-I	P08987	SINGLE PROTEIN	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	5	11
CHEMBL3817721	116807	Glutaryl-CoA dehydrogenase, mitochondrial	Q92947	SINGLE PROTEIN	Homo sapiens	4	4
CHEMBL3734642	116682	Glycerol-3-phosphate acyltransferase 1, mitochondrial	Q9HCL2	SINGLE PROTEIN	Homo sapiens	1	1
CHEMBL3885507	117051	Acetyl-CoA carboxylase	O00763, Q13085	PROTEIN FAMILY	Homo sapiens	100	102
CHEMBL3831261	116860	Hypoxia-inducible factor prolyl hydroxylase	Q96KS0, Q9GZT9, Q9H6Z9, Q9NXG6	PROTEIN FAMILY	Homo sapiens	0	0
CHEMBL2284	11757	Glyceraldehyde-3-phosphate dehydrogenase liver	P04406	SINGLE PROTEIN	Homo sapiens	1119	1268
CHEMBL1828	54	DNA polymerase alpha subunit	P09884	SINGLE PROTEIN	Homo sapiens	139	182
CHEMBL1839	40	Thyroid peroxidase	P07202	SINGLE PROTEIN	Homo sapiens	9	10
CHEMBL1849	145	Enoyl-[acyl-carrier-protein] reductase	P9WGR1	SINGLE PROTEIN	Mycobacterium tuberculosis	548	799
CHEMBL221	96	Cyclooxygenase-1	P23219	SINGLE PROTEIN	Homo sapiens	4389	6741
CHEMBL215	55	Arachidonate 5-lipoxygenase	P09917	SINGLE PROTEIN	Homo sapiens	2621	5163
CHEMBL1952	28	Thymidylate synthase	P04818	SINGLE PROTEIN	Homo sapiens	934	1537
CHEMBL3198	10666	Acetylcholinesterase	P21836	SINGLE PROTEIN	Mus musculus	528	883
CHEMBL2620	12509	Protein-tyrosine phosphatase 2C	P35235	SINGLE PROTEIN	Mus musculus	72	79
CHEMBL2687	11377	RNase L	Q05921	SINGLE PROTEIN	Mus musculus	64	132
CHEMBL2744	11002	Vitamin K-dependent gamma-carboxylase	O88496	SINGLE PROTEIN	Rattus norvegicus	57	85
CHEMBL2797	11136	DNA polymerase alpha subunit	P33609	SINGLE PROTEIN	Mus musculus	9	9
CHEMBL2845	10420	Protein phosphatase 2C beta	O75688	SINGLE PROTEIN	Homo sapiens	60	65
CHEMBL3025	10186	Carbonic anhydrase VI	P23280	SINGLE PROTEIN	Homo sapiens	353	570
CHEMBL3853	14048	Dihydrofolate reductase	P31074	SINGLE PROTEIN	Enterobacter aerogenes	30	30
CHEMBL3860	10605	Phosphodiesterase 6D	O43924	SINGLE PROTEIN	Homo sapiens	49	72
CHEMBL3644	18011	Dihydrofolate reductase	Q8NWQ9	SINGLE PROTEIN	Staphylococcus aureus subsp. aureus MW2	40	40
CHEMBL3646	18014	Secreted effector protein	O68720	SINGLE PROTEIN	Yersinia pestis	78	80
CHEMBL3692	100595	Receptor-type tyrosine-protein phosphatase eta	Q12913	SINGLE PROTEIN	Homo sapiens	3	4
CHEMBL3977	11360	Phosphodiesterase 6C	P51160	SINGLE PROTEIN	Homo sapiens	30	38
CHEMBL4265	18010	CG8425-PA [Drosophila melanogaster]	A1ZA98	SINGLE PROTEIN	Drosophila melanogaster	21	21
CHEMBL4412	100229	Alpha-glucosidase	P94451	SINGLE PROTEIN	Geobacillus stearothermophilus	19	28
CHEMBL291	11396	Phosphodiesterase 4C	Q08493	SINGLE PROTEIN	Homo sapiens	138	161
CHEMBL4530	100151	Coagulation factor XIII	P00488	SINGLE PROTEIN	Homo sapiens	155	184
CHEMBL4619	11176	Phosphodiesterase 1C	Q14123	SINGLE PROTEIN	Homo sapiens	115	134
CHEMBL5012	101264	Beta-lactamase	Q8RT60	SINGLE PROTEIN	Klebsiella oxytoca	36	58
CHEMBL5217	101115	Alpha-galactosidase	Q42656	SINGLE PROTEIN	Coffea arabica	202	206
CHEMBL5218	101116	Glutamine synthetase	Q43760	SINGLE PROTEIN	Glycine max	2	2
CHEMBL5129	19683	Phosphodiesterase 3B	E1BN64	SINGLE PROTEIN	Bos taurus	106	112
CHEMBL5305	101151	Beta-lactamase ACC-4	A4ZYU9	SINGLE PROTEIN	Escherichia coli	13	27
CHEMBL5321	100919	Beta lactamase TEM-152	Q09Q13	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL5337	100954	Carbonic anhydrase	Q5AJ71	SINGLE PROTEIN	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	194	290
CHEMBL5457	100036	Dihydrofolate reductase	O30463	SINGLE PROTEIN	Mycobacterium avium	228	350
CHEMBL1075086	102614	Alanine racemase	P10724	SINGLE PROTEIN	Geobacillus stearothermophilus	2	2
CHEMBL5580	101240	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	O14638	SINGLE PROTEIN	Homo sapiens	39	67
CHEMBL1255121	103532	Beta-lactamase SHV-72	A0ZX81	SINGLE PROTEIN	Klebsiella pneumoniae	9	23
CHEMBL5879	102698	Hematopoietic prostaglandin D synthase	O60760	SINGLE PROTEIN	Homo sapiens	241	410
CHEMBL5887	101364	D-aspartate oxidase	Q99489	SINGLE PROTEIN	Homo sapiens	90	120
CHEMBL1075093	103143	Farnesyl pyrophosphate synthase	P05369	SINGLE PROTEIN	Rattus norvegicus	4	8
CHEMBL1075208	102904	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Q9HVW7	SINGLE PROTEIN	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	9	11
CHEMBL1075266	102811	Juvenile hormone esterase	Q9GPG0	SINGLE PROTEIN	Manduca sexta	2	2
CHEMBL6131	101456	Beta-lactamase CTX-M	Q9EXV5	SINGLE PROTEIN	Escherichia coli	11	58
CHEMBL6137	102440	Thymidylate synthase	C3SWJ7	SINGLE PROTEIN	Escherichia coli	377	595
CHEMBL1293264	103697	Beta-galactosidase	Q8VNN2	SINGLE PROTEIN	Escherichia coli	1175	1258
CHEMBL1250341	103474	Beta-lactamase GES-13	D1MIX9	SINGLE PROTEIN	Pseudomonas aeruginosa	10	25
CHEMBL1667668	103860	Lysosomal alpha-glucosidase	P70699	SINGLE PROTEIN	Mus musculus	57	58
CHEMBL1667686	103878	Neuraminidase	C4LRQ6	SINGLE PROTEIN	Influenza A virus	2	6
CHEMBL1287601	103603	Beta-lactamase VIM-1	Q9XAY4	SINGLE PROTEIN	Pseudomonas aeruginosa	13	33
CHEMBL1287599	103601	Beta-lactamase TEM-1	Q4GY26	SINGLE PROTEIN	Escherichia coli	1	1
CHEMBL1667677	103869	ADC-18 protein	Q0VTS0	SINGLE PROTEIN	Acinetobacter genomosp. 3	10	25
CHEMBL2750	19605	Rous sarcoma virus integrase	P03354	SINGLE PROTEIN	Rous sarcoma virus (strain Prague C) (RSV-PrC)	14	14
CHEMBL2062351	104586	ATP synthase subunit alpha, mitochondrial	P25705	SINGLE PROTEIN	Homo sapiens	1	3
CHEMBL2094139	104721	DNA gyrase	P0AES4, P0AES6	PROTEIN COMPLEX	Escherichia coli K-12	955	1792
CHEMBL2111322	105015	Phosphodiesterase 1	Q01066, Q63421, Q9EPR9	PROTEIN FAMILY	Rattus norvegicus	102	126
CHEMBL2095205	104789	Monoamine oxidase	P21397, P27338	PROTEIN FAMILY	Homo sapiens	231	394
CHEMBL2095228	104800	Potassium-transporting ATPase	P18434, P19156	PROTEIN COMPLEX	Sus scrofa	425	474
CHEMBL2372	12654	Catechol O-methyltransferase	P22734	SINGLE PROTEIN	Rattus norvegicus	194	586
CHEMBL2019	19914	Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI)	P49895	SINGLE PROTEIN	Homo sapiens	0	0
CHEMBL2364680	106180	Thymidylate synthase	P12461	SINGLE PROTEIN	Candida albicans	0	0
CHEMBL3616356	109876	D-aspartate oxidase	D3ZDM7	SINGLE PROTEIN	Rattus norvegicus	3	5
CHEMBL3559678	109733	Genome polyprotein	Q91H74	SINGLE PROTEIN	Dengue virus 2	138	200
CHEMBL2439944	107671	2-acylglycerol O-acyltransferase 2	Q3SYC2	SINGLE PROTEIN	Homo sapiens	199	382
CHEMBL3232678	108266	Neuraminidase	Q194T1	SINGLE PROTEIN	Influenza A virus	16	32
CHEMBL3775	10332	Dual specificity phosphatase Cdc25A	P30304	SINGLE PROTEIN	Homo sapiens	379	521
CHEMBL2176832	105407	Glyceraldehyde-3-phosphate dehydrogenase	P04797	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL5752	101315	Acetylcholinesterase	Q95P20	SINGLE PROTEIN	Musca domestica	8	8
CHEMBL1287607	103609	Neuraminidase	Q75VQ4	SINGLE PROTEIN	Influenza A virus (A/Aichi/2/1968(H3N2))	5	6
CHEMBL3259513	108354	DNA topoisomerase 1	P06612	SINGLE PROTEIN	Escherichia coli (strain K12)	2	4
CHEMBL3286084	108386	Delta-aminolevulinic acid dehydratase	C3LPU7	SINGLE PROTEIN	Vibrio cholerae serotype O1 (strain M66-2)	15	36
CHEMBL3286087	108389	Delta-aminolevulinic acid dehydratase	Q9VTV9	SINGLE PROTEIN	Drosophila melanogaster	15	15
CHEMBL1287629	103631	AmpC	Q84AD8	SINGLE PROTEIN	Klebsiella pneumoniae	2	4
CHEMBL1667678	103870	Extended-spectrum beta-lactamase CTX-M-53	Q2XPY6	SINGLE PROTEIN	Salmonella enterica subsp. enterica serovar Westhampton	12	32
CHEMBL3390827	109552	Topoisomerase IV	Q9HUJ8, Q9HUK1	PROTEIN COMPLEX	Pseudomonas aeruginosa	0	0
CHEMBL3588728	109817	TNF receptor-associated factor 6	Q9Y4K3	SINGLE PROTEIN	Homo sapiens	4	8
CHEMBL3308924	109112	Valacyclovir hydrolase	Q86WA6	SINGLE PROTEIN	Homo sapiens	4	16
CHEMBL3308939	109224	Phospholipase D1	P70496	SINGLE PROTEIN	Rattus norvegicus 	30	32
CHEMBL3308941	109226	Cathepsin Z	Q9R1T3	SINGLE PROTEIN	Rattus norvegicus	7	7
CHEMBL3308958	109245	Delta-aminolevulinic acid dehydratase	Q82E74	SINGLE PROTEIN	Streptomyces avermitilis 	1	2
CHEMBL3308960	109247	Alpha-amylase	Q7M328	SINGLE PROTEIN	Sus scrofa domesticus	3	3
CHEMBL2363077	105772	Topoisomerase IV	P48374, Q5EP76	PROTEIN COMPLEX	Neisseria gonorrhoeae	0	0
CHEMBL2364671	106171	Isoleucyl-tRNA synthetase	Q99YW3	SINGLE PROTEIN	Streptococcus pyogenes	0	0
CHEMBL3309040	109181	Beta-galactosidase	P00723	SINGLE PROTEIN	Kluyveromyces lactis	1	1
CHEMBL2157855	105201	Tyrosine-protein phosphatase non-receptor type 22	P29352	SINGLE PROTEIN	Mus musculus	30	40
CHEMBL2366442	106586	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	J3SE37	SINGLE PROTEIN	Crotalus adamanteus	17	18
CHEMBL2233619	105516	Beta-lactamase SHV-95	A3FFR5	SINGLE PROTEIN	Citrobacter freundii	4	4
CHEMBL2366510	106654	Protoporphyrinogen oxidase, chloroplastic	Q9AR38	SINGLE PROTEIN	Oryza sativa subsp. japonica	10	10
CHEMBL2311244	105597	DNA gyrase	P22118, P48371	PROTEIN COMPLEX	Neisseria gonorrhoeae	0	0
CHEMBL3351218	109542	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	O43598	SINGLE PROTEIN	Homo sapiens	25	25
CHEMBL2366515	106659	Protoporphyrinogen IX oxidase	Q9SPL6	SINGLE PROTEIN	Cichorium intybus	10	10
CHEMBL2331040	105636	DNA gyrase	Q5HK03, Q5HK04	PROTEIN COMPLEX	Staphylococcus epidermidis	0	0
CHEMBL2364026	106005	Pyruvate:ferredoxin oxidoreductase	Q968X7	SINGLE PROTEIN	Cryptosporidium parvum	0	0
CHEMBL3596078	109840	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	P17443	SINGLE PROTEIN	Escherichia coli (strain K12)	10	12
CHEMBL3600279	109855	E3 ubiquitin-protein ligase Mdm2	P23804	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3603729	109857	2-acylglycerol O-acyltransferase 2	Q80W94	SINGLE PROTEIN	Mus musculus	2	2
CHEMBL3562177	109773	Beta-lactamase	O31272	SINGLE PROTEIN	Aeromonas veronii	16	27
CHEMBL3608199	109862	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	Q8CIH5	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL3627583	109905	Kinase suppressor of Ras 2	Q6VAB6	SINGLE PROTEIN	Homo sapiens	3	3
CHEMBL3627587	109909	Indoleamine 2,3-dioxygenase 2	Q6ZQW0	SINGLE PROTEIN	Homo sapiens	12	61
CHEMBL3638332	109937	Genome polyprotein	O92972	SINGLE PROTEIN	Hepatitis C virus genotype 1b (strain HC-J4) (HCV)	26	54
CHEMBL3638355	109960	5,6-dihydroxyindole-2-carboxylic acid oxidase	P07147	SINGLE PROTEIN	Mus musculus	3	6
CHEMBL1255130	103541	Beta-lactamase	P05193	SINGLE PROTEIN	Citrobacter freundii	23	28
CHEMBL3822352	116816	Glucosyltransferase-S	P49331	SINGLE PROTEIN	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	5	11
CHEMBL3758064	116720	Palmitoleoyl-protein carboxylesterase NOTUM	Q8R116	SINGLE PROTEIN	Mus musculus	60	60
CHEMBL3739249	116691	Alpha-amylase	P00691	SINGLE PROTEIN	Bacillus subtilis (strain 168)	1	1
